archaeological_layer.archstratigraphy_idarchstrat;assemblage.locality_idlocality;assemblage.name;assemblage.lithic_piece_count;locality.x;locality.y;query_age_min;query_age_max;age_comments
Post-Howiesonspoort;Klein Kliphuis;Klein Kliphuis Unit Dii Archaeological Assemblage;71;18.9262833;-32.120167;35000;57000;;
Post-Howiesonspoort;Klein Kliphuis;Klein Kliphuis Unit Diii Archaeological Assemblage;20;18.9262833;-32.120167;35000;57000;;
Post-Howiesonspoort;Klein Kliphuis;Klein Kliphuis Unit Div Archaeological Assemblage;441;18.9262833;-32.120167;35000;57000;;
Post-Howiesonspoort;Klein Kliphuis;Klein Kliphuis Unit Dv Archaeological Assemblage;476;18.9262833;-32.120167;53000;57000;;
Howiesonspoort;Klein Kliphuis;Klein Kliphuis Unit Dvi Archaeological Assemblage;37680;18.9262833;-32.120167;59000;69000;;
Post-Howiesonspoort;Klein Kliphuis;Klein Kliphuis Unit Dvi Archaeological Assemblage;37680;18.9262833;-32.120167;59000;69000;;
Howiesonspoort;Klein Kliphuis;Klein Kliphuis Unit Dvii Archaeological Assemblage;412;18.9262833;-32.120167;63000;69000;;
Howiesonspoort;Klipdrift Shelter;Klipdrift Shelter PAY Archaeological Assemblage;1877;20.7243033;-34.451605;56000;64000;;
Howiesonspoort;Klipdrift Shelter;Klipdrift Shelter PAZ Archaeological Assemblage;990;20.7243033;-34.451605;56000;64000;;
Howiesonspoort;Klipdrift Shelter;Klipdrift Shelter PBA/PBB Archaeological Assemblage;2449;20.7243033;-34.451605;54800;64000;;
Howiesonspoort;Klipdrift Shelter;Klipdrift Shelter PBC Archaeological Assemblage;1138;20.7243033;-34.451605;60700;70300;;
Howiesonspoort;Klipdrift Shelter;Klipdrift Shelter PBD Archaeological Assemblage;2505;20.7243033;-34.451605;60400;68800;;
Howiesonspoort;Klipdrift Shelter;Klipdrift Shelter PBE Archaeological Assemblage;1480;20.7243033;-34.451605;60400;86800;;
Howiesonspoort;Klipdrift Shelter;Klipdrift Shelter PCA Archaeological Assemblage;1248;20.7243033;-34.451605;58800;68200;;
Howiesonspoort;Klipfonteinrand;Klipfonteinrand Spit 5 Archaeological Assemblage;1700;19.1300667;-32.0717;3480;130000;C14 dates at top of layer, bottom Late Pleistocene based on arch strats of HP and MSA 2b.;
Howiesonspoort;Klipfonteinrand;Klipfonteinrand Spit 6 Archaeological Assemblage;3200;19.1300667;-32.0717;3480;130000;C14 dates at top of layer, bottom Late Pleistocene based on arch strats of HP and MSA 2b.;
MSA 2b;Klipfonteinrand;Klipfonteinrand Spit 7 Archaeological Assemblage;;19.1300667;-32.0717;3480;130000;C14 dates at top of layer, bottom Late Pleistocene based on arch strats of HP and MSA 2b.;
MSA 2b;Klipfonteinrand;Klipfonteinrand Spit 8 Archaeological Assemblage;;19.1300667;-32.0717;3480;130000;C14 dates at top of layer, bottom Late Pleistocene based on arch strats of HP and MSA 2b.;
MSA 2b;Klipfonteinrand;Klipfonteinrand Spit 9 Archaeological Assemblage;;19.1300667;-32.0717;3480;130000;C14 dates at top of layer, bottom Late Pleistocene based on arch strats of HP and MSA 2b.;
Pietersburg;Koedoesrand;Koedoesrand Pietersburg Layer Archaeology;150;24.8333333;-28.2833333;30000;300000;No absolute dating, no fauna;
Acheulean - Africa;Kombewa;Kombewa Surface Layer Assemblage;;34.5166667;-0.1;300000;1800000;No direct dating.;
MSA;Kone;Locality 1;751;39.6916667;8.8;30000;300000;;
MSA;Kone;Locality 4;1217;39.6916667;8.8;30000;300000;;
MSA;Kone;Locality 5;3855;39.6916667;8.8;30000;300000;;
MSA;Kone;Locality 5 extension;37588;39.6916667;8.8;30000;300000;;
MSA;Kone;Locality 6;1565;39.6916667;8.8;30000;300000;;
MSA;Kone;Locality C-MSAtest;443;39.6916667;8.8;30000;300000;;
ESA;Kudu Koppie;Lower Horizon Archaeology;10189;29.339441;-22.227732;300000;2600000;Sangoan;
MSA;Kudu Koppie;Middle Horizon Archaeology;10685;29.339441;-22.227732;30000;300000;MSA;
MSA;Kulkuletti Area;Kulkuletti Area ETH-72-1 Archaeological Assemblage;18443;38.6596944;7.9486056;173000;288000;;
MSA;Kulkuletti Area;Kulkuletti Area ETH-72-9 Archaeological Assemblage;5936;38.6596944;7.9486056;30000;193000;;
Acheulean - Africa;Lainyamok;Lainyamok Khaki 2 Archaeological Assemblage;1954;36.1869917;-1.7733444;340000;940000;;
MSA;Lainyamok;Lainyamok Laminated Silts Archaeological Assemblage;193;36.1869917;-1.7733444;340000;940000;;
MSA;Lincoln Cave;Lincoln Cave North Archaeological Assemblage;5;27.75;-25.96;107600;288200;;
ESA/MSA;Lincoln Cave;Lincoln Cave South Archaeological Assemblage;70;27.75;-25.96;200000;400000;;
Late Sangoan;Linksfield;Linksfield Hilltop Rubble Archaeological Assemblage;390;28;-26.17;200000;300000;;
MSA;Lion Cavern;Lion Cavern Cave Infill Archaeological Assemblage;;31.030498;-26.19251;21880;300000;Oldest date is probably a minimum age, estimates of age go as far back as 100-110,000;
MSA;Loiyangalani Site HcJd1;Loiyangalani Site HcJd1 Unit 1 Archaeological Assemblage;238;34.831611;-2.480939;13900;65000;Minimum age comes from 14C dating on OES, maximum age comes from OSL dating, both from the top of Unit 1.;
MSA;Luangwa Valley;Luangwa Valley CL 1-4 Archaeological Assemblage;;31.6838888;-13.199444;70000;87000;;
Oldowan - Africa;Luangwa Valley;Luangwa Valley CL 5 Archaeological Assemblage;;31.6838888;-13.199444;70000;2600000;;
Oldowan - Africa;Luangwa Valley;Luangwa Valley CL 6 Archaeological Assemblage;-1;31.6838888;-13.199444;70000;2600000;;
MSA/LSA;Magubike;Magubike PIT 1 MSA LSA transitional assemblage;138;35.473317;-7.763167;20000;400000;;
MSA/LSA;Magubike;Magubike PIT 1 MSA LSA transitional assemblage;138;35.473317;-7.763167;30000;280000;;
MSA;Magubike;Magubike PIT 1 MSA assemblage;4618;35.473317;-7.763167;30000;280000;;
MSA;Magubike;Magubike PIT 3 MSA assemblage;10643;35.473317;-7.763167;30000;280000;;
Middle Paleolithic - Africa;Makhadama 6;Makhadama 6 Sandy Slopewash Arch. Assemblage;455;32.6341666667;26.2033333333;40000;200000;arch_strat: MP Africa;
Acheulean - Africa;Mansourah;Mansourah Unit 3 base Archaeological Assemblage;;6.6;36.35;11780;1800000;;
Mousterian - Levant;Mansourah;Mansourah Unit 3 masse Archaeological Assemblage;;6.6;36.35;11780;1800000;;
MSA;Manzi River;Manzi River CL1 Archaeological Assemblage;57;31.683972;-13.199611;73000;83000;;
MSA;Manzi River;Manzi River CL2 Archaeological Assemblage;29;31.683972;-13.199611;73000;83000;;
MSA;Manzi River;Manzi River CL3 Archaeological Assemblage;9;31.683972;-13.199611;73000;780000;Lowest unit with normal magnetic polarity belonging to the Brunhes. This layer could not be dated directly until now (L. Barham, pers. comm.);
Post-Howiesonspoort;Melikane;Melikane Layer 4 Archaeological Assemblage;;28.75;-29.95;38300;44300;;
Post-Howiesonspoort;Melikane;Melikane Layer 5 Archaeological Assemblage;;28.75;-29.95;42100;57000;;
Howiesonspoort;Melikane;Melikane Layer 6 Archaeological Assemblage;;28.75;-29.95;48100;82600;;
Pre-Howiesonspoort;Melikane;Melikane Layer 7 Archaeological Assemblage;;28.75;-29.95;48100;126000;;
Late Acheulean - Africa;Melka Kunture Garba I;Melka Kunture Garba I Layer B Archaeological Assemblage;-1;37.6333333;8.6833333;400000;600000;;
MSA;Melka Kunture Garba III;Melka Kunture Garba III Layer A Arch. Assemblage;;37.6333333;8.6833333;30000;300000;arch_strat: MSA;
Late Acheulean - Africa;Melka Kunture Garba III;Melka Kunture Garba III Layer B Arch. Assemblage;;37.6333333;8.6833333;300000;1070000;arch_strat: Acheulean Africa;
Late Acheulean - Africa;Melka Kunture Garba III;Melka Kunture Garba III Layer C Arch. Assemblage;;37.6333333;8.6833333;300000;1070000;arch_strat: Acheulean Africa;
Acheulean - Africa;Melka Kunture Gombore I (gamma);Melka Kunture Gombore I (gamma) Arch. Assemblage;1266;37.6333333;8.6833333;300000;1800000;No absolute dating. Awaiting dates from archaeology;
Acheulean - Africa;Melka Kunture Karre;Melka Kunture Karre Unit K-V lithic assemblage;89;37.6333333;8.6833333;300000;1800000;Correlates with Gombore Layer 10 (unit B2), arch_strat: Acheulean Africa;
MSA;Middle Awash Aduma;Middle Awash Aduma A1 Archaeological Assemblage;840;40.514;10.389;38600;180000;Late part of MSA most relieable dates;
MSA;Middle Awash Aduma;Middle Awash Aduma A4 Archaeological Assemblage;799;40.514;10.389;38600;180000;Late part of MSA most relieable dates;
MSA;Middle Awash Aduma;Middle Awash Aduma A5 Archaeological Assemblage;1839;40.514;10.389;38600;180000;Late part of MSA most relieable dates;
MSA;Middle Awash Aduma;Middle Awash Aduma A8 Archaeological Assemblage;578;40.514;10.389;38600;180000;Late part of MSA most relieable dates;
MSA;Middle Awash Aduma;Middle Awash Aduma A8A Contact Archaeological Assemblage;3177;40.514;10.389;38600;180000;Late part of MSA most relieable dates;
MSA;Middle Awash Aduma;Middle Awash Aduma A8A Gravel Archaeological Assemblage;5358;40.514;10.389;38600;180000;Late part of MSA most relieable dates;
MSA;Middle Awash Aduma;Middle Awash Aduma A8A Surface Archaeological Assemblage;1915;40.514;10.389;38600;180000;Late part of MSA most relieable dates;
MSA;Middle Awash Aduma;Middle Awash Aduma A8B Archaeological Assemblage;123;40.514;10.389;38600;180000;Late part of MSA most relieable dates;
MSA;Middle Awash Aduma;Middle Awash Aduma VP 1/1 Archaeological Assemblage;405;40.514;10.389;38600;180000;Late part of MSA most relieable dates;
MSA;Middle Awash Aduma;Middle Awash Aduma VP 1/3 Archaeological Assemblage;1307;40.514;10.389;38600;180000;Late part of MSA most relieable dates;
Late Acheulean - Africa;Middle Awash Bodo;BOD-A1;;40.54166667;10.625;200000;1000000;arch_strat: late+middle Acheulean Africa;
Middle Acheulean - Africa;Middle Awash Bodo;BOD-A10;;40.54166667;10.625;200000;1000000;arch_strat: late+middle Acheulean Africa;
Late Acheulean - Africa;Middle Awash Bodo;BOD-A11;869;40.54166667;10.625;200000;1000000;arch_strat: late+middle Acheulean Africa;
Middle Acheulean - Africa;Middle Awash Bodo;BOD-A2;542;40.54166667;10.625;200000;1000000;arch_strat: late+middle Acheulean Africa;
Middle Acheulean - Africa;Middle Awash Bodo;BOD-A3;815;40.54166667;10.625;200000;1000000;arch_strat: late+middle Acheulean Africa;
Middle Acheulean - Africa;Middle Awash Bodo;BOD-A4;1;40.54166667;10.625;200000;1000000;arch_strat: late+middle Acheulean Africa;
Middle Acheulean - Africa;Middle Awash Bodo;BOD-A7;;40.54166667;10.625;200000;1000000;arch_strat: late+middle Acheulean Africa;
Middle Acheulean - Africa;Middle Awash Bodo;BOD-A8;52;40.54166667;10.625;200000;1000000;arch_strat: late+middle Acheulean Africa;
Middle Acheulean - Africa;Middle Awash Bodo;BOD-A9;488;40.54166667;10.625;200000;1000000;arch_strat: late+middle Acheulean Africa;
Middle Acheulean - Africa;Middle Awash Bodo;DAW-A1;;40.54166667;10.625;200000;1000000;arch_strat: late+middle Acheulean Africa;
Middle Acheulean - Africa;Middle Awash Bodo;DAW-A11;23;40.54166667;10.625;200000;1000000;arch_strat: late+middle Acheulean Africa;
Middle Acheulean - Africa;Middle Awash Bodo;DAW-A2;;40.54166667;10.625;200000;1000000;arch_strat: late+middle Acheulean Africa;
Middle Acheulean - Africa;Middle Awash Bodo;DAW-A3;;40.54166667;10.625;200000;1000000;arch_strat: late+middle Acheulean Africa;
Middle Acheulean - Africa;Middle Awash Bodo;DAW-A4;;40.54166667;10.625;200000;1000000;arch_strat: late+middle Acheulean Africa;
Middle Acheulean - Africa;Middle Awash Bodo;DAW-A5;;40.54166667;10.625;200000;1000000;arch_strat: late+middle Acheulean Africa;
Middle Acheulean - Africa;Middle Awash Bodo;DAW-A6 (Lower);;40.54166667;10.625;200000;1000000;arch_strat: late+middle Acheulean Africa;
Middle Acheulean - Africa;Middle Awash Bodo;DAW-A6 (Upper);;40.54166667;10.625;200000;1000000;arch_strat: late+middle Acheulean Africa;
Middle Acheulean - Africa;Middle Awash Bodo;DAW-A7;;40.54166667;10.625;200000;1000000;arch_strat: late+middle Acheulean Africa;
Middle Acheulean - Africa;Middle Awash Bodo;DAW-A8;;40.54166667;10.625;200000;1000000;arch_strat: late+middle Acheulean Africa;
Middle Acheulean - Africa;Middle Awash Bodo;DAW-A9;;40.54166667;10.625;200000;1000000;arch_strat: late+middle Acheulean Africa;
Middle Acheulean - Africa;Middle Awash Bodo;HAR-A2;135;40.54166667;10.625;200000;1000000;arch_strat: late+middle Acheulean Africa;
Middle Acheulean - Africa;Middle Awash Bodo;HAR-A3;;40.54166667;10.625;200000;1000000;arch_strat: late+middle Acheulean Africa;
Middle Acheulean - Africa;Middle Awash Bodo;HAR-A4;312;40.54166667;10.625;200000;1000000;arch_strat: late+middle Acheulean Africa;
Late Acheulean - Africa;Middle Awash Bodo;MAK-A2;63;40.54166667;10.625;200000;1000000;arch_strat: late+middle Acheulean Africa;
Late Acheulean - Africa;Middle Awash Bouri;Middle Awash Bouri BOU-A10 Archaeological Assemblage;;40.56789167;10.25965333;154000;276000;;
Late Acheulean - Africa;Middle Awash Bouri;Middle Awash Bouri BOU-A11 Archaeological Assemblage;;40.56789167;10.25965333;154000;276000;;
Late Acheulean - Africa;Middle Awash Bouri;Middle Awash Bouri BOU-A13 Archaeological Assemblage;;40.56789167;10.25965333;154000;276000;;
Late Acheulean - Africa;Middle Awash Bouri;Middle Awash Bouri BOU-A19 Arch. Assemblage;71;40.56789167;10.25965333;154000;276000;;
Late Acheulean - Africa;Middle Awash Bouri;Middle Awash Bouri BOU-A26 Arch. Assemblage;331;40.56789167;10.25965333;154000;276000;;
Late Acheulean - Africa;Middle Awash Bouri;Middle Awash Bouri BOU-A29 Arch. Assemblage;194;40.56789167;10.25965333;154000;276000;;
Late Acheulean - Africa;Middle Awash Bouri;Middle Awash Bouri BOU-A8 Archaeological Assemblage;;40.56789167;10.25965333;154000;276000;;
Late Acheulean - Africa;Middle Awash Bouri;Middle Awash Bouri BOU-A9 Archaeological Assemblage;;40.56789167;10.25965333;154000;276000;;
MSA;Mikuyu;Mikuyu Archaeological Horizon Archaeological Assemblage;;34.830694;-12.729;30000;300000;The presence of an MSA assemblage constraints the age of the archaeological horizon.;
MSA;Mochena Borago;Mochena Borago Lower T-Group Archaeological Assemblage;1059;37.755;6.8972;50000;56000;A single AMS charcoal date of 53,224 +/- 2662 calBP from near the top of these deposits provides a minimum age for Lower T-Group;
MSA;Mochena Borago;Mochena Borago S-Group Archaeological Assemblage;3245;37.755;6.8972;42000;44000;;
MSA;Mochena Borago;Mochena Borago Upper T-Group Archaeological Assemblage;1953;37.755;6.8972;44000;46000;;
Sangoan;Mokeko;Mokeko Archaeological Assemblage;4523;15.9436;1.5625;35000;300000;Stone-lines in Central Africa are generally seen as belonging to the Maluékien climatic period, which dates 40-70ka.;
Howiesonspoort;Montagu Cave;Montagu Cave Layer 2 Deposits Below Surface 7 Arch. Assemblage;3667;20.1732028;-33.832575;58000;66000;Age based on arch strat HP;
Howiesonspoort;Montagu Cave;Montagu Cave Layer 2 Gravel Horizon Arch. Assemblage;4320;20.1732028;-33.832575;58000;66000;Age based on arch strat HP;
Howiesonspoort;Montagu Cave;Montagu Cave Layer 2 Horizon 6_7 Arch. Assemblage;-1;20.1732028;-33.832575;58000;66000;Age based on arch strat HP;
Howiesonspoort;Montagu Cave;Montagu Cave Layer 2 Surface 7 Arch. Assemblage;861;20.1732028;-33.832575;58000;66000;Age based on arch strat HP;
Late Acheulean - Africa;Montagu Cave;Montagu Cave Layer 3 Arch. Assemblage;66816;20.1732028;-33.832575;200000;800000;;
Late Acheulean - Africa;Montagu Cave;Montagu Cave Layer 5 Arch. Assemblage;85163;20.1732028;-33.832575;200000;800000;;
Late Acheulean - Africa;Montagu Cave;Montagu Cave Layer D Arch. Assemblage;;20.1732028;-33.832575;58000;66000;Age based on arch strat HP;
Late Acheulean - Africa;Montagu Cave;Montagu Cave Layer F Arch. Assemblage;;20.1732028;-33.832575;200000;800000;;
Late Acheulean - Africa;Montagu Cave;Montagu Cave Layer H Arch. Assemblage;-1;20.1732028;-33.832575;200000;800000;;
Late MSA;Moshebis Shelter;Moshebis Shelter Layer 5 Archaeological Assemblage;;29.01666667;-29.95;30000;50000;;
Howiesonspoort;Moshebis Shelter;Moshebis Shelter Layer 7 Archaeological Assemblage;;29.01666667;-29.95;58000;66000;;
Pre-Howiesonspoort;Moshebis Shelter;Moshebis Shelter Layer 8 Archaeological Assemblage;;29.01666667;-29.95;65000;70000;;
Aterian;Mugharet El Aliya;Mugharet El Aliya Unit 5 Archaeological Assemblage;431;-5.93;35.75;39000;61000;;
Aterian;Mugharet El Aliya;Mugharet El Aliya Unit 6 Archaeological Assemblage;425;-5.93;35.75;35000;52000;;
Aterian;Mugharet El Aliya;Mugharet El Aliya Unit 6 base Archaeological Assemblage;29;-5.93;35.75;35000;52000;;
Aterian;Mugharet El Aliya;Mugharet El Aliya Unit 6 sommet Archaeological Assemblage;13;-5.93;35.75;35000;52000;;
Aterian;Mugharet El Aliya;Mugharet El Aliya Unit 7 Archaeological Assemblage;13;-5.93;35.75;35000;56000;;
Aterian;Mugharet El Aliya;Mugharet El Aliya Unit 9 Archaeological Assemblage;23;-5.93;35.75;39000;56000;;
Lupemban;Muguruk;Muguruk Northern Member 2 Archaeological Assemblage;2582;34.633333;-0.083333;200000;300000;artefacts attributed to Sangoan/Lupemban complex;
MSA;Muguruk;Muguruk Northern Member 4 Archaeological Assemblage;6509;34.633333;-0.083333;30000;300000;contains msa artefacts;
MSA;Muguruk;Muguruk Southern Member 6 Archaeological Assemblage;5726;34.633333;-0.083333;30000;300000;contains msa artefacts;
Fauresmith;Muirton;Muirton Archaeological Surface Collection;;24.167777;-28.538333;300000;650000;arch_strat: Fauresmith;
ELSA;Mumba;Mumba Bed III lower Archaeological Assemblage;4580;35.2802778;-3.5619444;26200;40200;Lower Bed III has older LSA artifacts, used 14C and Gliganic et al 2012 OSL dates;
MSA;Mumba;Mumba Bed V lower Archaeological Assemblage;4318;35.2802778;-3.5619444;52100;61700;MSA, used Gliganic et al 2012 OSL dates;
MSA;Mumba;Mumba Bed V middle Archaeological Assemblage;;35.2802778;-3.5619444;47100;55500;MSA, used Gliganic et al 2012 OSL dates;
MSA;Mumba;Mumba Bed V upper Archaeological Assemblage;7002;35.2802778;-3.5619444;44800;53400;MSA, used Gliganic et al 2012 OSL dates;
MSA;Mumba;Mumba Bed V-2 lower Archaeological Assemblage;1354;35.2802778;-3.5619444;47100;55500;MSA, used Gliganic et al 2012 OSL dates;
MSA;Mumba;Mumba Bed V-2 middle Archaeological Assemblage;12241;35.2802778;-3.5619444;47100;55500;MSA, used Gliganic et al 2012 OSL dates;
MSA;Mumba;Mumba Bed VI-A lower Archaeological Assemblage;1467;35.2802778;-3.5619444;57700;77700;MSA, used Gliganic et al 2012 OSL dates;
MSA;Mumba;Mumba Bed VI-A upper Archaeological Assemblage;2868;35.2802778;-3.5619444;57700;77700;MSA, used Gliganic et al 2012 OSL dates;
MSA;Mumba;Mumba Bed VI-B Archaeological Assemblage;1168;35.2802778;-3.5619444;86500;153900;MSA, no Gliganic et al 2012 dates, used U-series dates;
MSA/LSA;Mumbwa;Mumbwa Unit IV Archaeological Assemblage;903;27.01666667;-14.96666667;11780;44200;;
MSA;Mumbwa;Mumbwa Unit IX Archaeological Assemblage;301;27.01666667;-14.96666667;150000;194000;;
MSA;Mumbwa;Mumbwa Unit V Archaeological Assemblage;1383;27.01666667;-14.96666667;32000;44200;;
MSA;Mumbwa;Mumbwa Unit VII Archaeological Assemblage;54469;27.01666667;-14.96666667;96000;132000;;
